ID	category.name	HPASp-value	Exprp-value
CL:0000135	fibrocyte	0.0202702702702703	0.0116279069767442
CL:0000136	fat cell	7.07961260359832e-05	0.000167084377610693
CL:0000137	osteocyte	0.10696871007791	0.205882352941176
CL:0000138	chondrocyte	0.00980239647410309	0.000378143316316884
CL:0000144	cell by function	4.08336245175053e-23	2.76943979239206e-30
CL:0000147	pigment cell	5.03085362540562e-12	4.13960491941817e-08
CL:0000148	melanocyte	5.03085362540562e-12	4.13960491941817e-08
CL:0000149	visual pigment cell	0.0492957746478873	0.0285714285714286
CL:0000150	glandular epithelial cell	0.0137931034482759	0.0264209956284818
CL:0000151	secretory cell	0.0021978021978022	7.27198685224778e-06
CL:0000153	GAG secreting cell	0.00107906050957954	7.27198685224778e-06
CL:0000154	protein secreting cell	0.0137931034482759	0.0223899123788541
CL:0000159	seromucus secreting cell	0.0569779487938434	0.0740740740740741
CL:0000163	endocrine cell	0.0021978021978022	1.51411916117799e-05
CL:0000164	enteroendocrine cell	0.333333333333333	0.0945945945945946
CL:0000165	neuroendocrine cell	1	1
CL:0000166	chromaffin cell	1	1
CL:0000167	peptide hormone secreting cell	0.333333333333333	0.0945945945945946
CL:0000172	somatostatin secreting cell	0.333333333333333	0.0945945945945946
CL:0000173	pancreatic D cell	0.333333333333333	0.0945945945945946
CL:0000174	steroid hormone secreting cell	0.156181455893509	0.130434782608696
CL:0000181	metabolising cell	6.95040122643555e-05	0.00234113712374582
CL:0000182	hepatocyte	6.95040122643555e-05	0.00234113712374582
CL:0000183	contractile cell	0.000184379334833572	4.38204250047711e-06
CL:0000186	myofibroblast cell	1	1
CL:0000187	muscle cell	2.23481220919333e-05	1.44782753478405e-05
CL:0000188	skeletal muscle cell	0.00504993827853215	0.000156444777979283
CL:0000192	smooth muscle cell	4.29979589128066e-05	1.44782753478405e-05
CL:0000197	receptor cell	0.000519480519480519	0.00308623754925459
CL:0000199	mechanoreceptor cell	1	1
CL:0000202	cochlear hair cell	1	1
CL:0000211	electrically active cell	0.000184379334833572	9.84064722245027e-06
CL:0000212	absorptive cell	1	1
CL:0000213	lining cell	1.40396606142821e-15	2.00517221189803e-09
CL:0000214	synovial cell	0.047993705743509	0.0118343195266272
CL:0000215	barrier cell	1.40396606142821e-15	2.00517221189803e-09
CL:0000216	Sertoli cell	0.1875	0.333333333333333
CL:0000217	insulating cell	1	1
CL:0000218	Schwann cell	1	1
CL:0000219	motile cell	1.93160065239972e-31	3.50541151658321e-37
CL:0000220	cell by lineage	0.0651653449049828	0.000445473984319316
CL:0000222	mesodermal cell	0.333333333333333	0.0158730158730159
CL:0000224	cell by nuclear number	0.0084985493230174	0.00683760683760683
CL:0000228	multinucleate cell	0.333333333333333	0.123076923076923
CL:0000235	macrophage	0.00227396663820511	0.000582750582750584
CL:0000236	B cell	6.89614684897844e-09	9.23847201690868e-11
CL:0000237	keratinizing barrier epithelial cell	0.00273800157356412	0.0157894736842105
CL:0000239	brush border epithelial cell	0.142857142857143	0.00300155325133286
CL:0000240	stratified squamous epithelial cell	0.00273800157356412	0.0157894736842105
CL:0000242	Merkel cell	0.120762711864407	0.00165406427221172
CL:0000243	glial cell (sensu Vertebrata)	0.0097716180025075	0.00303030303030303
CL:0000244	transitional epithelial cell	0.0569779487938434	0.000139941735043963
CL:0000255	eukaryotic cell	8.37943274370987e-25	9.55313085173197e-44
CL:0000306	crystallin accumulating cell	0.2	0.0339446253686851
CL:0000307	tracheal epithelial cell	0.0346163924684262	0.0583266624995358
CL:0000311	keratin accumulating cell	0.00273800157356412	0.0157894736842105
CL:0000312	keratinocyte	0.0124731182795699	0.0153188869018135
CL:0000313	serous secreting cell	0.107142857142857	0.274509803921569
CL:0000317	sebum secreting cell	0.238095238095238	0.0592885375494071
CL:0000319	mucus secreting cell	0.240343347639485	0.0740740740740741
CL:0000322	pneumocyte	0.142857142857143	0.0967741935483871
CL:0000325	stuff accumulating cell	8.63294482119605e-09	1.21029652416628e-05
CL:0000327	extracellular matrix secreting cell	0.00803549547922766	7.27198685224778e-06
CL:0000328	myelin accumulating cell	1	1
CL:0000333	neural crest cell	0.0579734416996448	0.000445473984319316
CL:0000342	pigment cell (sensu Vertebrata)	0.0194805194805195	0.428571428571428
CL:0000346	hair follicle dermal papilla cell	0.0923076923076923	0.0134471778931807
CL:0000349	extraembryonic cell	0.0307505869878058	0.00886953717142397
CL:0000351	trophoblast cell	1	1
CL:0000355	muscle stem cell	1	1
CL:0000359	vascular associated smooth muscle cell	1.28804937079595e-05	1.44782753478405e-05
CL:0000362	epidermal cell	0.00273800157356412	0.0085501930767145
CL:0000386	attachment cell	0.0202702702702703	0.0116279069767442
CL:0000388	tendon cell	0.0202702702702703	0.0116279069767442
CL:0000393	electrically responsive cell	0.000184379334833572	9.84064722245027e-06
CL:0000404	electrically signaling cell	0.00923007033384048	0.00209803833415756
CL:0000412	polyploid cell	6.95040122643555e-05	0.00234113712374582
CL:0000414	cell by ploidy	6.95040122643555e-05	0.00234113712374582
CL:0000417	endopolyploid cell	6.95040122643555e-05	0.00234113712374582
CL:0000447	carbohydrate secreting cell	0.00107906050957954	7.27198685224778e-06
CL:0000451	dendritic cell	0.000791146273167697	1.2625020770511e-07
CL:0000453	Langerhans cell	0.000791146273167697	0.000925069380203516
CL:0000457	biogenic amine secreting cell	0.0021978021978022	1.51411916117799e-05
CL:0000473	defensive cell	1	1
CL:0000499	stromal cell	0.0108907384455441	3.69436438338134e-08
CL:0000501	granulosa cell	0.166666666666667	0.130434782608696
CL:0000502	type D enteroendocrine cell	0.333333333333333	0.0945945945945946
CL:0000511	androgen binding protein secreting cell	0.1875	0.333333333333333
CL:0000515	skeletal muscle myoblast	0.106661759293338	0.0554894491249999
CL:0000540	neuron	0.00923007033384048	0.00209803833415756
CL:0000542	lymphocyte	3.65834522300099e-17	6.5849996227969e-45
CL:0000548	animal cell	8.37943274370987e-25	9.55313085173197e-44
CL:0000556	megakaryocyte	1	1
CL:0000557	granulocyte monocyte progenitor cell	0.0204081632653061	0.175308641975309
CL:0000558	reticulocyte	0.00699300699300699	0.00165406427221172
CL:0000566	angioblastic mesenchymal cell	0.0265125169576813	0.00529408111804175
CL:0000568	APUD cell	1	1
CL:0000569	cardiac mesenchymal cell	0.0346163924684262	0.05
CL:0000575	corneal epithelial cell	0.238095238095238	0.0220588235294117
CL:0000576	monocyte	3.59810647885997e-29	9.52612334206578e-56
CL:0000578	experimentally modified cell in vitro	1	1
CL:0000584	enterocyte	1	1
CL:0000586	germ cell	0.000701344243132671	0.000237169550817812
CL:0000589	cochlear inner hair cell	1	1
CL:0000594	skeletal muscle satellite cell	0.0746268656716418	0.0545454545454546
CL:0000622	acinar cell	0.0137931034482759	0.0223899123788541
CL:0000623	natural killer cell	0.000493150508620734	0.00529408111804175
CL:0000624	CD4-positive, alpha-beta T cell	0.0082610187100554	2.65705527004369e-05
CL:0000625	CD8-positive, alpha-beta T cell	5.40106370516933e-05	3.45887741334411e-09
CL:0000627	transporting cell	1	1
CL:0000630	supportive cell	0.0202702702702703	0.0116279069767442
CL:0000632	hepatic stellate cell	0.177914110429448	0.061054579093432
CL:0000637	chromophil cell of anterior pituitary gland	1	1
CL:0000650	mesangial cell	0.2	0.0222222222222222
CL:0000666	fenestrated cell	0.0440702395583324	0.0714285714285714
CL:0000667	collagen secreting cell	0.00980239647410309	0.000378143316316884
CL:0000668	parenchymal cell	6.95040122643555e-05	0.00234113712374582
CL:0000669	pericyte cell	0.0277777777777778	0.0222222222222222
CL:0000677	gut absorptive cell	1	1
CL:0000680	muscle precursor cell	0.125	0.00112221758685041
CL:0000682	M cell	1	1
CL:0000692	terminal Schwann cell	1	1
CL:0000708	leptomeningeal cell	0.0833333333333333	0.0554894491249999
CL:0000710	neurecto-epithelial cell	4.02468290032449e-11	3.21509315408146e-07
CL:0000723	somatic stem cell	4.26196603347081e-05	1.70181429920516e-08
CL:0000731	urothelial cell	0.0569779487938434	0.000139941735043963
CL:0000737	striated muscle cell	0.0792891414064111	0.061054579093432
CL:0000738	leukocyte	2.28322650716234e-41	2.73618040693348e-64
CL:0000746	cardiac myocyte	0.0253768817962827	0.0310880829015544
CL:0000763	myeloid cell	4.56892444804885e-28	7.58840082383415e-50
CL:0000764	erythroid lineage cell	0.00699300699300699	0.00165406427221172
CL:0000765	erythroblast	1	1
CL:0000766	myeloid leukocyte	4.55108433446762e-37	3.17297386961998e-61
CL:0000767	basophil	0.000493150508620734	0.000189367383039763
CL:0000771	eosinophil	0.00633267875355833	0.00335937737512541
CL:0000775	neutrophil	0.000493150508620734	0.000189367383039763
CL:0000784	plasmacytoid dendritic cell	0.000587905935050392	0.00366568914956011
CL:0000785	mature B cell	0.0518518518518518	0.175308641975309
CL:0000786	plasma cell	0.0518518518518518	0.0833333333333333
CL:0000789	alpha-beta T cell	1.19652047682458e-06	9.60841824404527e-15
CL:0000791	mature alpha-beta T cell	1.19652047682458e-06	9.60841824404527e-15
CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell	0.0895473787040052	0.0305544110241267
CL:0000798	gamma-delta T cell	1	1
CL:0000814	mature NK T cell	0.0549597855227882	0.175308641975309
CL:0000815	regulatory T cell	0.0895473787040052	0.0305544110241267
CL:0000817	precursor B cell	0.0933333333333334	0.175308641975309
CL:0000819	B-1 B cell	0.0518518518518518	0.175308641975309
CL:0000836	promyelocyte	1	1
CL:0000837	hematopoietic multipotent progenitor cell	1	1
CL:0000839	myeloid lineage restricted progenitor cell	1	1
CL:0000840	immature conventional dendritic cell	0.00267308206361935	0.000911867751434702
CL:0000842	mononuclear cell	0.00425531914893617	0.00529408111804175
CL:0000855	sensory hair cell	1	1
CL:0000860	classical monocyte	6.36022538341014e-29	5.87403197431753e-47
CL:0000864	tissue-resident macrophage	0.0743801652892561	0.37037037037037
CL:0000875	non-classical monocyte	0.0111968993201883	0.000189367383039763
CL:0000878	central nervous system macrophage	1	1
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell	0.0882352941176471	0.175308641975309
CL:0000898	naive T cell	0.018956022028893	0.00529408111804175
CL:0000911	effector T cell	0.0549597855227882	0.175308641975309
CL:0000945	lymphocyte of B lineage	1.23626562002919e-10	1.27569071560833e-19
CL:0000946	antibody secreting cell	0.0518518518518518	0.0833333333333333
CL:0000988	hematopoietic cell	1.95417772493777e-33	5.26799664354676e-67
CL:0000990	conventional dendritic cell	0.000791146273167697	4.4945213523127e-06
CL:0001014	CD1a-positive Langerhans cell	0.00267308206361935	0.000925069380203516
CL:0001016	immature CD1a-positive Langerhans cell	0.00267308206361935	0.000925069380203516
CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell	0.25	0.175308641975309
CL:0001031	cerebellar granule cell	1	1
CL:0001034	cell in vitro	1	1
CL:0002027	CD9-positive, CD41-positive megakaryocyte cell	1	1
CL:0002031	hematopoietic lineage restricted progenitor cell	1	1
CL:0002032	hematopoietic oligopotent progenitor cell	0.0204081632653061	0.175308641975309
CL:0002057	CD14-positive, CD16-negative classical monocyte	6.36022538341014e-29	5.87403197431753e-47
CL:0002076	endo-epithelial cell	0.000121991027887556	1.29721274828888e-07
CL:0002077	ecto-epithelial cell	5.75529654746403e-08	1.95744977727951e-07
CL:0002078	meso-epithelial cell	1.13144316740109e-14	5.45650473232823e-15
CL:0002087	nongranular leukocyte	2.3390318018104e-32	1.95159413868234e-53
CL:0002092	bone marrow cell	0.00103199174406605	0.000565660277284617
CL:0002097	cortical cell of adrenal gland	0.10696871007791	0.25
CL:0002127	innate effector T cell	0.0549597855227882	0.175308641975309
CL:0002138	endothelial cell of lymphatic vessel	0.00607526328427841	0.00293436579364483
CL:0002139	endothelial cell of vascular tree	1.10416127211822e-16	8.41088251983207e-14
CL:0002140	acinar cell of sebaceous gland	0.238095238095238	0.0592885375494071
CL:0002144	capillary endothelial cell	0.0228545618789521	0.0564102564102563
CL:0002149	epithelial cell of uterus	0.0563380281690141	0.0870539346360803
CL:0002150	epitheloid cell	0.000154682228143807	0.00886953717142397
CL:0002159	general ecto-epithelial cell	0.00719256265674294	6.40791831027953e-05
CL:0002166	epithelial cell of Malassez	0.0175438596491228	0.0468468468468469
CL:0002167	olfactory epithelial cell	0.000519480519480519	0.00308623754925459
CL:0002170	keratinized cell of the oral mucosa	0.238095238095238	0.260869565217391
CL:0002173	extraglomerular mesangial cell	0.2	0.0222222222222222
CL:0002174	follicular cell of ovary	0.166666666666667	0.130434782608696
CL:0002178	epithelial cell of stomach	0.0769230769230769	0.0733838089691322
CL:0002188	glomerular endothelial cell	0.0440702395583324	0.0714285714285714
CL:0002191	granulocytopoietic cell	1	1
CL:0002193	myelocyte	1	1
CL:0002195	hepatic stem cell	0.00756756756756757	0.145948811500651
CL:0002202	epithelial cell of tracheobronchial tree	0.00586624127125854	0.0149832856438372
CL:0002222	vertebrate lens cell	0.2	0.0339446253686851
CL:0002224	lens epithelial cell	0.2	0.0339446253686851
CL:0002231	epithelial cell of prostate	0.107142857142857	0.151163266977963
CL:0002242	nucleate cell	0.333333333333333	0.123076923076923
CL:0002250	intestinal crypt stem cell	1	1
CL:0002251	epithelial cell of alimentary canal	0.00699643190836412	0.000397312646567602
CL:0002252	epithelial cell of esophagus	0.0866527671092578	0.123076923076923
CL:0002253	epithelial cell of large intestine	0.120762711864407	0.0815217391304348
CL:0002255	stromal cell of endometrium	0.0563380281690141	0.0870539346360803
CL:0002261	endothelial cell of viscerocranial mucosa	0.238095238095238	0.260869565217391
CL:0002262	endothelial cell of sinusoid	0.0569779487938434	0.0416666666666667
CL:0002274	histamine secreting cell	0.0021978021978022	1.51411916117799e-05
CL:0002280	type N enteroendocrine cell	1	1
CL:0002293	epithelial cell of thymus	1	1
CL:0002304	non-pigmented ciliary epithelial cell	0.181818181818182	0.000445473984319316
CL:0002306	epithelial cell of proximal tubule	0.142857142857143	0.00300155325133286
CL:0002308	epithelial cell of skin gland	0.238095238095238	0.0592885375494071
CL:0002315	supporting cell of cochlea	1	1
CL:0002319	neural cell	2.33351571870233e-05	1.15087096270356e-05
CL:0002320	connective tissue cell	2.22633478765175e-11	1.88729284382191e-32
CL:0002321	embryonic cell	0.000213721036268265	2.49652158755591e-05
CL:0002322	embryonic stem cell	0.00148312940304042	2.49652158755591e-05
CL:0002327	mammary epithelial cell	0.0621468926553672	0.0223899123788541
CL:0002328	bronchial epithelial cell	0.0124731182795699	0.0583266624995358
CL:0002334	preadipocyte	0.000367966883118751	7.93842423925846e-06
CL:0002336	buccal mucosa cell	0.238095238095238	0.260869565217391
CL:0002363	keratocyte	0.0866527671092578	0.145948811500651
CL:0002367	trabecular meshwork cell	0.333333333333333	0.0184615384615385
CL:0002368	respiratory epithelial cell	0.000264868050530961	0.000812562419310689
CL:0002371	somatic cell	5.71994267258014e-22	3.11834700783013e-25
CL:0002372	myotube	0.333333333333333	0.123076923076923
CL:0002374	ear hair cell	1	1
CL:0002376	non-myelinating Schwann cell	1	1
CL:0002377	immature Schwann cell	1	1
CL:0002379	meningothelial cell	0.0518518518518518	0.274509803921569
CL:0002393	intermediate monocyte	1.60973400507039e-05	3.02002887424254e-08
CL:0002396	CD14-low, CD16-positive monocyte	0.0111968993201883	0.000189367383039763
CL:0002397	CD14-positive, CD16-positive monocyte	1.60973400507039e-05	3.02002887424254e-08
CL:0002419	mature T cell	1.19652047682458e-06	9.60841824404527e-15
CL:0002453	oligodendrocyte precursor cell	1	1
CL:0002490	organ of Corti supporting cell	1	1
CL:0002491	auditory epithelial cell	1	1
CL:0002494	cardiocyte	0.00212561197440934	0.0076621176864807
CL:0002504	enteric smooth muscle cell	0.106661759293338	0.0695187165775401
CL:0002518	kidney epithelial cell	0.0187374310318156	1.47649404534624e-12
CL:0002521	subcutaneous fat cell	0.0253768817962827	0.0606060606060606
CL:0002535	epithelial cell of cervix	0.285714285714286	0.0327868852459016
CL:0002536	amniotic epithelial cell	0.0307505869878058	0.0461215932914046
CL:0002537	amnion mesenchymal stem cell	0.0181137192140126	0.0970674510817265
CL:0002538	intrahepatic bile duct epithelial cell	1	1
CL:0002539	aortic smooth muscle cell	0.0714285714285714	0.00104139445582595
CL:0002540	mesenchymal stem cell of the bone marrow	0.00103199174406605	0.000327148492972927
CL:0002541	chorionic membrane mesenchymal stem cell	0.0307505869878058	0.0013107218845667
CL:0002543	vein endothelial cell	0.00155775981648164	0.00293436579364483
CL:0002544	aortic endothelial cell	0.000384382292378587	0.00293436579364483
CL:0002545	thoracic aorta endothelial cell	0.0831074977416441	0.155157214222745
CL:0002547	fibroblast of the aortic adventitia	0.0691994572591588	0.0666666666666666
CL:0002548	cardiac fibroblast	0.0645161290322581	0.125
CL:0002549	fibroblast of choroid plexus	0.0307505869878058	0.1
CL:0002550	fibroblast of the conjuctiva	0.294871794871795	0.382642998027613
CL:0002551	fibroblast of dermis	0.023174783242849	0.0013986013986014
CL:0002552	fibroblast of gingiva	0.0333333333333333	0.00794326149746855
CL:0002553	fibroblast of lung	0.285714285714286	0.0945945945945946
CL:0002554	fibroblast of lymphatic vessel	0.177914110429448	0.00645161290322581
CL:0002555	fibroblast of mammary gland	1	1
CL:0002556	fibroblast of periodontium	0.0100738697437655	0.00299059048410668
CL:0002557	fibroblast of pulmonary artery	0.1875	0.25531914893617
CL:0002558	fibroblast of villous mesenchymal	1	1
CL:0002559	hair follicle cell	0.0923076923076923	0.0140374331550802
CL:0002560	inner root sheath cell	1	1
CL:0002561	outer root sheath cell	0.144736842105263	0.123076923076923
CL:0002562	hair germinal matrix cell	1	1
CL:0002563	intestinal epithelial cell	0.015625	0.0733838089691322
CL:0002564	nucleus pulposus cell of intervertebral disc	0.037037037037037	0.0554894491249999
CL:0002565	iris pigment epithelial cell	0.0194805194805195	0.428571428571428
CL:0002566	dark melanocyte	0.0492957746478873	0.134328358208955
CL:0002567	light melanocyte	7.49175906502847e-05	0.00175347041018683
CL:0002568	mesenchymal stem cell of Wharton's jelly	0.125	0.37037037037037
CL:0002569	mesenchymal stem cell of umbilical cord	0.00980239647410309	0.00299059048410668
CL:0002570	mesenchymal stem cell of adipose	0.0178132678132678	0.000419709377482054
CL:0002571	hepatic mesenchymal stem cell	0.00756756756756757	0.145948811500651
CL:0002572	vertebral mesenchymal stem cell	1	1
CL:0002573	Schwann cell	0.00476190476190476	0.0374331550802139
CL:0002574	stromal cell of pancreas	0.25	0.241935483870968
CL:0002575	central nervous system pericyte	0.0277777777777778	0.0476190476190476
CL:0002576	perineural cell	1	1
CL:0002577	placental epithelial cell	0.0307505869878058	0.00886953717142397
CL:0002579	omentum preadipocyte	0.106661759293338	0.0554894491249999
CL:0002580	preadipocyte of the breast	0.0314465408805031	0.0554894491249999
CL:0002581	perirenal preadipocyte	0.1	0.375
CL:0002582	visceral preadipocyte	0.0246305418719212	0.025974025974026
CL:0002583	subcutaneous preadipocyte	0.172413793103448	0.025974025974026
CL:0002584	renal cortical epithelial cell	0.0187374310318156	2.95216355505675e-08
CL:0002586	retinal pigment epithelial cell	0.166666666666667	0.0285714285714286
CL:0002588	smooth muscle cell of the umbilical vein	0.0387063916475682	0.0134615384615384
CL:0002589	smooth muscle cell of the brachiocephalic vasculature	0.0882352941176471	0.492957746478873
CL:0002590	smooth muscle cell of the brain vasculature	0.101381978993919	0.176470588235294
CL:0002591	smooth muscle cell of the pulmonary artery	0.0923076923076923	0.2
CL:0002592	smooth muscle cell of the coronary artery	0.0810810810810811	0.133333333333333
CL:0002593	smooth muscle cell of the internal thoracic artery	0.0952380952380953	0.0476190476190476
CL:0002594	smooth muscle cell of the umbilical artery	0.0666666666666666	0.0134158926728586
CL:0002595	smooth muscle cell of the subclavian artery	0.011187004883089	0.0366300366300366
CL:0002596	smooth muscle cell of the carotid artery	0.0810810810810811	0.333333333333333
CL:0002597	smooth muscle cell of bladder	1	1
CL:0002598	bronchial smooth muscle cell	0.275862068965517	0.225806451612903
CL:0002599	smooth muscle cell of the esophagus	0.333333333333333	0.25531914893617
CL:0002600	smooth muscle cell of trachea	0.0866527671092578	0.025974025974026
CL:0002601	uterine smooth muscle cell	0.333333333333333	0.333333333333333
CL:0002602	annulus pulposus cell	0.2	0.025974025974026
CL:0002603	astrocyte of the cerebellum	0.034965034965035	0.0242424242424242
CL:0002604	astrocyte of the hippocampus	1	1
CL:0002605	astrocyte of the cerebral cortex	0.000555454807156997	0.00125681407300294
CL:0002608	hippocampal neuron	1	1
CL:0002609	neuron of cerebral cortex	1	1
CL:0002610	raphe nuclei neuron	1	1
CL:0002611	neuron of the dorsal spinal cord	1	1
CL:0002612	neuron of the ventral spinal cord	1	1
CL:0002613	striatum neuron	1	1
CL:0002614	neuron of the substantia nigra	1	1
CL:0002615	adipocyte of omentum tissue	0.069980694980695	0.0554894491249999
CL:0002616	perirenal adipocyte cell	0.1875	0.375
CL:0002617	adipocyte of breast	0.0866527671092578	0.0606060606060606
CL:0002618	endothelial cell of umbilical vein	0.0228545618789521	0.0357142857142857
CL:0002619	adult endothelial progenitor cell	0.0265125169576813	0.00529408111804175
CL:0002620	skin fibroblast	1.33702921628152e-05	4.64107042825858e-09
CL:0002621	gingival epithelial cell	0.0346163924684262	0.0583266624995358
CL:0002622	prostate stromal cell	0.0346163924684262	0.0554894491249999
CL:0002623	acinar cell of salivary gland	0.0137931034482759	0.0476190476190476
CL:0002625	seminiferous tubule epithelial cell	0.1875	0.333333333333333
CL:0002632	epithelial cell of lower respiratory tract	0.00586624127125854	0.0149832856438372
CL:0002677	naive regulatory T cell	0.0895473787040052	0.0305544110241267
CL:0002679	natural helper lymphocyte	1	1
CL:0002681	kidney cortical cell	0.0187374310318156	2.95216355505675e-08
CL:0005012	multi-ciliated epithelial cell	0.181818181818182	0.000445473984319316
CL:0005014	auditory epithelial support cell	1	1
CL:1000279	smooth muscle cell of large intestine	0.106661759293338	0.0695187165775401
CL:1000280	smooth muscle cell of colon	0.106661759293338	0.0695187165775401
CL:1000306	fibroblast of tunica adventitia of artery	0.0691994572591588	0.0666666666666666
CL:1000398	endothelial cell of hepatic sinusoid	0.0569779487938434	0.0416666666666667
CL:1000413	endothelial cell of artery	4.46167781765189e-06	0.000117334517380877
CL:1000415	epithelial cell of gall bladder	0.0909090909090909	0.0714285714285714
CL:1000428	stem cell of epidermis	0.0923076923076923	0.0134471778931807
CL:1000448	epithelial cell of sweat gland	0.238095238095238	0.0592885375494071
CL:1000449	epithelial cell of nephron	0.0110426115306477	4.1993791679328e-12
CL:1000487	smooth muscle cell of prostate	0.0866527671092578	0.145948811500651
CL:1000494	epithelial cell of renal tubule	0.0229335093218941	1.03584686142342e-10
CL:1000497	kidney cell	0.0187374310318156	1.47649404534624e-12
CL:1000500	kidney interstitial cell	0.2	0.0222222222222222
CL:1000507	kidney tubule cell	0.0229335093218941	1.03584686142342e-10
CL:1000600	lower urinary tract cell	0.240343347639485	0.110778443113772
CL:1000612	kidney corpuscule cell	0.100422832980973	0.00300155325133286
CL:1000615	kidney cortex tubule cell	0.142857142857143	0.00300155325133286
CL:1000618	juxtaglomerular complex cell	0.2	0.0222222222222222
CL:1000746	glomerular cell	0.100422832980973	0.00300155325133286
CL:1001318	renal interstitial pericyte	0.2	0.0222222222222222
CL:1001319	bladder cell	0.240343347639485	0.110778443113772
DOID:0014667	disease of metabolism	1	1
DOID:0050155	sensory system disease	1	1
DOID:0050177	monogenic disease	0.23728813559322	0.175308641975309
DOID:0050427	xeroderma pigmentosum	0.23728813559322	0.175308641975309
DOID:0050615	respiratory system cancer	0.007103490508267	0.000765679953804684
DOID:0050619	paranasal sinus cancer	0.0621468926553672	0.0945945945945946
DOID:0050686	organ system cancer	7.30558060748267e-08	1.13672365003221e-07
DOID:0050687	cell type cancer	1.3055672147231e-10	2.65185994279334e-20
DOID:0060058	lymphoma	0.00232172470978441	2.09628934142067e-08
DOID:0060060	non-Hodgkin lymphoma	0.0518518518518518	0.0833333333333333
DOID:0060061	cutaneous T cell lymphoma	0.0518518518518518	0.0833333333333333
DOID:0060072	benign neoplasm	0.106661759293338	0.0451612903225807
DOID:0060073	lymphatic system cancer	0.0518518518518518	0.175308641975309
DOID:0060083	immune system cancer	6.13426124951044e-10	2.87543537452108e-20
DOID:0060084	cell type benign neoplasm	0.106661759293338	0.0451612903225807
DOID:0060085	organ system benign neoplasm	0.0549597855227882	0.305555555555555
DOID:0060100	musculoskeletal system cancer	0.267857142857143	0.02
DOID:0060116	sensory system cancer	1	1
